bucket,cache_key,topic_id,skill,location,hit_count,question,stored_answer,builder_answer,builder_id
UNVERIFIABLE,v19|y5m-shape|curriculum|secure|lesson|measure angles in degrees,y5m-shape,Measure angles in degrees,quickCheck,23,Why should you estimate an angle before reading the protractor?,An estimate helps you choose the correct scale and spot an unreasonable reading.,,
AGREE,v19|y5m-shape|curriculum|secure|lesson|measure angles in degrees,y5m-shape,Measure angles in degrees,guidedPractice[0],23,"A protractor is centred on vertex $D$. Arm $DE$ is on $0°$, and arm $DF$ crosses the matching scale at $72°$. Measure angle $EDF$.",108°,108°,angle_diagram
AGREE,v19|y5m-shape|curriculum|secure|lesson|measure angles in degrees,y5m-shape,Measure angles in degrees,guidedPractice[1],23,"An angle is greater than $90°$. Its baseline starts at $0°$, and the other arm crosses that scale at $110°$. What is the angle?",-20°,-20°,angle_diagram
AGREE,v19|y5m-shape|curriculum|secure|lesson|measure angles in degrees,y5m-shape,Measure angles in degrees,independentPractice[0],23,"A protractor is centred on vertex $M$. Arm $MN$ starts at $0°$, and arm $ML$ crosses the matching scale at $38°$. Measure angle $NML$.",142°,142°,angle_diagram
AGREE,v19|y5m-shape|curriculum|secure|lesson|measure angles in degrees,y5m-shape,Measure angles in degrees,independentPractice[1],23,"A protractor is centred on vertex $X$. Arm $XY$ starts at $0°$, and arm $XZ$ crosses the matching scale at $145°$. Measure angle $YXZ$.",35°,35°,angle_diagram
AGREE,v19|y5m-shape|curriculum|secure|lesson|measure angles in degrees,y5m-shape,Measure angles in degrees,independentPractice[2],23,"A protractor is centred on vertex $R$. Arm $RS$ starts at $0°$, and arm $RT$ crosses the matching scale at $90°$. Measure angle $SRT$.",90°,90°,angle_diagram
UNVERIFIABLE,v19|y5m-place-value|curriculum|secure|lesson|roman numerals to 1000,y5m-place-value,Roman numerals to 1000,workedExample,11,Convert 198 to Roman numerals.,CXCVIII,,
UNVERIFIABLE,v19|y5m-place-value|curriculum|secure|lesson|roman numerals to 1000,y5m-place-value,Roman numerals to 1000,tryThis,11,Convert 276 to Roman numerals.,CCLXXVI,,
UNVERIFIABLE,v19|y5m-place-value|curriculum|secure|lesson|roman numerals to 1000,y5m-place-value,Roman numerals to 1000,quickCheck,11,Convert 399 to Roman numerals.,CCCXCIX,,
UNVERIFIABLE,v19|y5m-place-value|curriculum|secure|lesson|roman numerals to 1000,y5m-place-value,Roman numerals to 1000,guidedPractice[0],11,Convert 399 to Roman numerals.,CCCXCIX,,
UNVERIFIABLE,v19|y5m-place-value|curriculum|secure|lesson|roman numerals to 1000,y5m-place-value,Roman numerals to 1000,guidedPractice[1],11,Convert 582 to Roman numerals.,DLXXXII,,
UNVERIFIABLE,v19|y5m-place-value|curriculum|secure|lesson|roman numerals to 1000,y5m-place-value,Roman numerals to 1000,independentPractice[0],11,Convert 743 to Roman numerals.,DCCXLIII,,
UNVERIFIABLE,v19|y5m-place-value|curriculum|secure|lesson|roman numerals to 1000,y5m-place-value,Roman numerals to 1000,independentPractice[1],11,Convert 850 to Roman numerals.,DCCCL,,
AGREE,v19|y6m-fractions|curriculum|secure|lesson|simplify fractions,y6m-fractions,Simplify fractions,workedExample,23,Simplify $\frac{12}{18}$.,$\frac{12}{18} = \frac{2}{3}$,2/3,fraction_simplify
AGREE,v19|y6m-fractions|curriculum|secure|lesson|simplify fractions,y6m-fractions,Simplify fractions,tryThis,23,Simplify $\frac{15}{20}$.,$\frac{15}{20} = \frac{3}{4}$,3/4,fraction_simplify
UNVERIFIABLE,v19|y6m-fractions|curriculum|secure|lesson|simplify fractions,y6m-fractions,Simplify fractions,quickCheck,23,"What is the HCF of $18$ and $24$, and what is $\frac{18}{24}$ simplified?",$\mathrm{HCF} = 6$ and $\frac{18}{24} = \frac{3}{4}$,,
AGREE,v19|y6m-fractions|curriculum|secure|lesson|simplify fractions,y6m-fractions,Simplify fractions,guidedPractice[0],23,Simplify $\frac{8}{12}$.,$\frac{8}{12} = \frac{2}{3}$,2/3,fraction_simplify
AGREE,v19|y6m-fractions|curriculum|secure|lesson|simplify fractions,y6m-fractions,Simplify fractions,guidedPractice[1],23,Simplify $\frac{10}{15}$.,$\frac{10}{15} = \frac{2}{3}$,2/3,fraction_simplify
AGREE,v19|y6m-fractions|curriculum|secure|lesson|simplify fractions,y6m-fractions,Simplify fractions,independentPractice[0],23,Simplify $\frac{9}{12}$.,$\frac{9}{12} = \frac{3}{4}$,3/4,fraction_simplify
AGREE,v19|y6m-fractions|curriculum|secure|lesson|simplify fractions,y6m-fractions,Simplify fractions,independentPractice[1],23,Simplify $\frac{14}{21}$.,$\frac{14}{21} = \frac{2}{3}$,2/3,fraction_simplify
AGREE,v19|y6m-fractions|curriculum|secure|lesson|simplify fractions,y6m-fractions,Simplify fractions,independentPractice[2],23,Simplify $\frac{16}{24}$.,$\frac{16}{24} = \frac{2}{3}$,2/3,fraction_simplify
AGREE,v19|y6m-fractions|curriculum|secure|lesson|multiply fractions,y6m-fractions,Multiply fractions,workedExample,14,$\frac{2}{3} \times \frac{3}{4}$,1/2,1/2,fraction_ops
AGREE,v19|y6m-fractions|curriculum|secure|lesson|multiply fractions,y6m-fractions,Multiply fractions,tryThis,14,$\frac{2}{5} \times \frac{3}{4}$,$\frac{3}{10}$,3/10,fraction_ops
AGREE,v19|y6m-fractions|curriculum|secure|lesson|multiply fractions,y6m-fractions,Multiply fractions,quickCheck,14,$\frac{2}{7} \times \frac{3}{5}$,$\frac{6}{35}$,6/35,fraction_ops
AGREE,v19|y6m-fractions|curriculum|secure|lesson|multiply fractions,y6m-fractions,Multiply fractions,guidedPractice[0],14,$\frac{1}{2} \times \frac{3}{5}$,$\frac{3}{10}$,3/10,fraction_ops
AGREE,v19|y6m-fractions|curriculum|secure|lesson|multiply fractions,y6m-fractions,Multiply fractions,guidedPractice[1],14,$\frac{3}{4} \times \frac{2}{3}$,$\frac{1}{2}$,1/2,fraction_ops
AGREE,v19|y6m-fractions|curriculum|secure|lesson|multiply fractions,y6m-fractions,Multiply fractions,independentPractice[0],14,$\frac{2}{3} \times \frac{1}{5}$,$\frac{2}{15}$,2/15,fraction_ops
AGREE,v19|y6m-fractions|curriculum|secure|lesson|multiply fractions,y6m-fractions,Multiply fractions,independentPractice[1],14,$\frac{3}{5} \times \frac{2}{3}$,$\frac{2}{5}$,2/5,fraction_ops
AGREE,v19|y6m-fractions|curriculum|secure|lesson|multiply fractions,y6m-fractions,Multiply fractions,independentPractice[2],14,$\frac{4}{5} \times \frac{3}{4}$,$\frac{3}{5}$,3/5,fraction_ops
UNVERIFIABLE,v19|y6m-mult-div|curriculum|secure|lesson|short division,y6m-mult-div,Short division,workedExample,11,$156 \div 3$,52,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|secure|lesson|short division,y6m-mult-div,Short division,tryThis,11,$248 \div 4$,$62$,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|secure|lesson|short division,y6m-mult-div,Short division,quickCheck,11,"In $156 \div 3$, why is the carried $1$ read with the $5$ as $15$?","The $1$ hundred is exchanged for $10$ tens, so it joins the $5$ tens to make $15$ tens.",,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|secure|lesson|short division,y6m-mult-div,Short division,guidedPractice[0],11,$124 \div 2$,$62$,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|secure|lesson|short division,y6m-mult-div,Short division,guidedPractice[1],11,$369 \div 3$,$123$,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|secure|lesson|short division,y6m-mult-div,Short division,independentPractice[0],11,$248 \div 4$,$62$,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|secure|lesson|short division,y6m-mult-div,Short division,independentPractice[1],11,$372 \div 3$,$124$,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|secure|lesson|short division,y6m-mult-div,Short division,independentPractice[2],11,$468 \div 6$,$78$,,
AGREE,v19|y6m-fractions|curriculum|secure|lesson|compare and order fractions,y6m-fractions,Compare and order fractions,workedExample,15,"Order $\frac{1}{2}$, $\frac{2}{3}$ and $\frac{3}{4}$ from smallest to greatest.","1/2, 2/3, 3/4","1/2, 2/3, 3/4",fraction_number_line
AGREE,v19|y6m-fractions|curriculum|secure|lesson|compare and order fractions,y6m-fractions,Compare and order fractions,tryThis,15,"Order $\frac{1}{3}$, $\frac{1}{2}$ and $\frac{5}{6}$ from smallest to greatest.",$\frac{1}{3}<\frac{1}{2}<\frac{5}{6}$,"1/3, 1/2, 5/6",fraction_number_line
AGREE,v19|y6m-fractions|curriculum|secure|lesson|compare and order fractions,y6m-fractions,Compare and order fractions,quickCheck,15,Which is greater: $\frac{5}{8}$ or $\frac{2}{3}$?,$\frac{2}{3}$ is greater because $\frac{5}{8}=\frac{15}{24}$ and $\frac{2}{3}=\frac{16}{24}$.,2/3,fraction_number_line
AGREE,v19|y6m-fractions|curriculum|secure|lesson|compare and order fractions,y6m-fractions,Compare and order fractions,guidedPractice[0],15,"Compare $\frac{1}{2}$ and $\frac{3}{5}$ using $<$, $>$ or $=$.",$\frac{1}{2}<\frac{3}{5}$,"1/2, 3/5",fraction_number_line
AGREE,v19|y6m-fractions|curriculum|secure|lesson|compare and order fractions,y6m-fractions,Compare and order fractions,guidedPractice[1],15,"Order $\frac{1}{4}$, $\frac{2}{3}$ and $\frac{1}{2}$ from smallest to greatest.",$\frac{1}{4}<\frac{1}{2}<\frac{2}{3}$,"1/4, 1/2, 2/3",fraction_number_line
AGREE,v19|y6m-fractions|curriculum|secure|lesson|compare and order fractions,y6m-fractions,Compare and order fractions,independentPractice[0],15,"Compare $\frac{3}{4}$ and $\frac{5}{6}$ using $<$, $>$ or $=$.",$\frac{3}{4}<\frac{5}{6}$,"3/4, 5/6",fraction_number_line
AGREE,v19|y6m-fractions|curriculum|secure|lesson|compare and order fractions,y6m-fractions,Compare and order fractions,independentPractice[1],15,"Order $\frac{3}{5}$, $\frac{1}{2}$ and $\frac{3}{4}$ from smallest to greatest.",$\frac{1}{2}<\frac{3}{5}<\frac{3}{4}$,"1/2, 3/5, 3/4",fraction_number_line
AGREE,v19|y6m-fractions|curriculum|secure|lesson|compare and order fractions,y6m-fractions,Compare and order fractions,independentPractice[2],15,"Order $\frac{2}{3}$, $\frac{3}{8}$ and $\frac{1}{2}$ from smallest to greatest.",$\frac{3}{8}<\frac{1}{2}<\frac{2}{3}$,"3/8, 1/2, 2/3",fraction_number_line
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|mental addition and subtraction,y5m-add-subtract,Mental addition and subtraction,workedExample,14,$368 + 57$,425,,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|mental addition and subtraction,y5m-add-subtract,Mental addition and subtraction,tryThis,14,$476 + 38$,$514$,,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|mental addition and subtraction,y5m-add-subtract,Mental addition and subtraction,quickCheck,14,"In $489 + 26$, what two parts can you split $26$ into to bridge through $500$?",$11$ and $15$,,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|mental addition and subtraction,y5m-add-subtract,Mental addition and subtraction,guidedPractice[0],14,$284 + 39$,$323$,,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|mental addition and subtraction,y5m-add-subtract,Mental addition and subtraction,guidedPractice[1],14,$657 + 48$,$705$,,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|mental addition and subtraction,y5m-add-subtract,Mental addition and subtraction,independentPractice[0],14,$173 + 36$,$209$,,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|mental addition and subtraction,y5m-add-subtract,Mental addition and subtraction,independentPractice[1],14,$462 + 59$,$521$,,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|mental addition and subtraction,y5m-add-subtract,Mental addition and subtraction,independentPractice[2],14,$738 + 67$,$805$,,
UNVERIFIABLE,v19|y5m-statistics|curriculum|secure|guided|read and interpret line graphs,y5m-statistics,Read and interpret line graphs,workedExample,0,A line graph shows the number of birds seen in a garden. How many birds were seen on Wednesday?,16,,
UNVERIFIABLE,v19|y5m-statistics|curriculum|secure|guided|read and interpret line graphs,y5m-statistics,Read and interpret line graphs,tryThis,0,"Using the graph, how many birds were seen on Friday?",$14$ birds.,,
UNVERIFIABLE,v19|y5m-statistics|curriculum|secure|guided|read and interpret line graphs,y5m-statistics,Read and interpret line graphs,quickCheck,0,A point is above Saturday and level with $18$ on the vertical axis. How many birds were seen on Saturday?,$18$ birds.,,
UNVERIFIABLE,v19|y5m-statistics|curriculum|secure|guided|read and interpret line graphs,y5m-statistics,Read and interpret line graphs,guidedPractice[0],0,"Using the graph, how many birds were seen on Tuesday?",$12$ birds.,,
UNVERIFIABLE,v19|y5m-statistics|curriculum|secure|guided|read and interpret line graphs,y5m-statistics,Read and interpret line graphs,guidedPractice[1],0,"Using the graph, how many birds were seen on Thursday?",$10$ birds.,,
UNVERIFIABLE,v19|y5m-statistics|curriculum|secure|guided|read and interpret line graphs,y5m-statistics,Read and interpret line graphs,guidedPractice[2],0,"Using the graph, on which day were $8$ birds seen?",Monday.,,
UNVERIFIABLE,v19|y5m-statistics|curriculum|secure|guided|read and interpret line graphs,y5m-statistics,Read and interpret line graphs,independentPractice[0],0,"Using the graph, how many birds were seen on Monday?",$8$ birds.,,
UNVERIFIABLE,v19|y5m-statistics|curriculum|secure|guided|read and interpret line graphs,y5m-statistics,Read and interpret line graphs,independentPractice[1],0,"Using the graph, on which day were $16$ birds seen?",Wednesday.,,
UNVERIFIABLE,v19|y5m-statistics|curriculum|secure|guided|read and interpret line graphs,y5m-statistics,Read and interpret line graphs,independentPractice[2],0,"Using the graph, how many birds were seen on Friday?",$14$ birds.,,
UNVERIFIABLE,v19|y6m-problem-solving|curriculum|secure|lesson|multi-step problem solving,y6m-problem-solving,Multi-step problem solving,workedExample,21,A school buys $8$ packs of pencils. Each pack has $12$ pencils. The pencils are shared equally between $6$ classes. How many pencils does each class receive?,Each class receives $16$ pencils.,,
UNVERIFIABLE,v19|y6m-problem-solving|curriculum|secure|lesson|multi-step problem solving,y6m-problem-solving,Multi-step problem solving,tryThis,21,A coach buys $7$ boxes of water. Each box contains $15$ bottles. The bottles are shared equally between $5$ teams. How many bottles does each team receive?,"$21$ bottles, because $7 \times 15 = 105$ and $105 \div 5 = 21$.",,
UNVERIFIABLE,v19|y6m-problem-solving|curriculum|secure|lesson|multi-step problem solving,y6m-problem-solving,Multi-step problem solving,quickCheck,21,A club buys $4$ packs of $20$ badges. They share the badges equally between $8$ members. How many badges does each member receive?,"$10$ badges, because $4 \times 20 = 80$ and $80 \div 8 = 10$.",,
UNVERIFIABLE,v19|y6m-problem-solving|curriculum|secure|lesson|multi-step problem solving,y6m-problem-solving,Multi-step problem solving,guidedPractice[0],21,A library has $9$ shelves with $14$ books on each shelf. The books are packed equally into $7$ boxes. How many books go in each box?,"$18$ books, because $9 \times 14 = 126$ and $126 \div 7 = 18$.",,
UNVERIFIABLE,v19|y6m-problem-solving|curriculum|secure|lesson|multi-step problem solving,y6m-problem-solving,Multi-step problem solving,guidedPractice[1],21,A farmer collects $6$ trays of eggs. Each tray holds $24$ eggs. She puts the eggs into cartons of $12$. How many cartons can she fill?,"$12$ cartons, because $6 \times 24 = 144$ and $144 \div 12 = 12$.",,
UNVERIFIABLE,v19|y6m-problem-solving|curriculum|secure|lesson|multi-step problem solving,y6m-problem-solving,Multi-step problem solving,independentPractice[0],21,A theatre has $5$ rows with $18$ seats in each row. The seats are shared equally between $6$ school groups. How many seats does each group receive?,"$15$ seats, because $5 \times 18 = 90$ and $90 \div 6 = 15$.",,
UNVERIFIABLE,v19|y6m-problem-solving|curriculum|secure|lesson|multi-step problem solving,y6m-problem-solving,Multi-step problem solving,independentPractice[1],21,A baker makes $8$ trays of $16$ cupcakes. She puts $4$ cupcakes into each box. How many boxes does she fill?,"$32$ boxes, because $8 \times 16 = 128$ and $128 \div 4 = 32$.",,
UNVERIFIABLE,v19|y6m-problem-solving|curriculum|secure|lesson|multi-step problem solving,y6m-problem-solving,Multi-step problem solving,independentPractice[2],21,A charity receives $12$ bags of $25$ tins. The tins are shared equally between $10$ food banks. How many tins does each food bank receive?,"$30$ tins, because $12 \times 25 = 300$ and $300 \div 10 = 30$.",,
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|understand negative numbers,y5m-negative-numbers,Understand negative numbers,workedExample,11,Which number is greater: $-3$ or $2$?,difference 5; greater 2,difference 5; greater 2,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|understand negative numbers,y5m-negative-numbers,Understand negative numbers,tryThis,11,Which number is greater: $-1$ or $-4$?,$-1$ is greater because it is further right on the number line.,difference 3; greater -1,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|understand negative numbers,y5m-negative-numbers,Understand negative numbers,quickCheck,11,Which number is greater: $0$ or $-1$?,$0$ is greater than $-1$ because $0$ is to the right.,difference 1; greater 0,signed_number_line
DISAGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|understand negative numbers,y5m-negative-numbers,Understand negative numbers,guidedPractice[0],11,Which number is greater: $-2$ or $1$?,$1$ is greater than $-2$.,difference 3; greater 1,signed_number_line
DISAGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|understand negative numbers,y5m-negative-numbers,Understand negative numbers,guidedPractice[1],11,Which number is greater: $-6$ or $-4$?,$-4$ is greater than $-6$.,difference 2; greater -4,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|understand negative numbers,y5m-negative-numbers,Understand negative numbers,independentPractice[0],11,Which number is smaller: $-1$ or $-7$?,$-7$ is smaller than $-1$.,difference 6; greater -1,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|understand negative numbers,y5m-negative-numbers,Understand negative numbers,independentPractice[1],11,"Put these numbers in order from smallest to greatest: $-2$, $3$, $-5$, $0$.","$-5$, $-2$, $0$, $3$.",difference 5; greater 3,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|understand negative numbers,y5m-negative-numbers,Understand negative numbers,independentPractice[2],11,Is $-9$ to the left or right of $0$ on a number line?,$-9$ is to the left of $0$.,difference 9; greater 0,signed_number_line
AGREE,v19|y5m-position-direction|curriculum|secure|lesson|read and plot coordinates (first quadrant),y5m-position-direction,Read and plot coordinates (first quadrant),workedExample,33,"Plot point $A$ at $(4, 3)$ on a first-quadrant coordinate grid.","(4,3)","(4,3)",coordinate_plot
DISAGREE,v19|y5m-position-direction|curriculum|secure|lesson|read and plot coordinates (first quadrant),y5m-position-direction,Read and plot coordinates (first quadrant),tryThis,33,"Plot point $B$ at $(2, 5)$.","Point $B$ is $2$ squares right and $5$ squares up from $(0, 0)$.","(2,5)",coordinate_plot
AGREE,v19|y5m-position-direction|curriculum|secure|lesson|read and plot coordinates (first quadrant),y5m-position-direction,Read and plot coordinates (first quadrant),quickCheck,33,"Which coordinate means $2$ squares right and $5$ squares up: $(2, 5)$ or $(5, 2)$?","$(2, 5)$","(2,5)",coordinate_plot
AGREE,v19|y5m-position-direction|curriculum|secure|lesson|read and plot coordinates (first quadrant),y5m-position-direction,Read and plot coordinates (first quadrant),guidedPractice[0],33,"Plot point $C$ at $(5, 2)$.","Point $C$ is at $(5, 2)$.","(5,2)",coordinate_plot
AGREE,v19|y5m-position-direction|curriculum|secure|lesson|read and plot coordinates (first quadrant),y5m-position-direction,Read and plot coordinates (first quadrant),guidedPractice[1],33,A point is $1$ square right and $4$ squares up. Write its coordinate.,"$(1, 4)$","(1,4)",coordinate_plot
AGREE,v19|y5m-position-direction|curriculum|secure|lesson|read and plot coordinates (first quadrant),y5m-position-direction,Read and plot coordinates (first quadrant),independentPractice[0],33,"Plot point $D$ at $(3, 5)$.","Point $D$ is at $(3, 5)$.","(3,5)",coordinate_plot
AGREE,v19|y5m-position-direction|curriculum|secure|lesson|read and plot coordinates (first quadrant),y5m-position-direction,Read and plot coordinates (first quadrant),independentPractice[1],33,"Plot point $E$ at $(6, 1)$.","Point $E$ is at $(6, 1)$.","(6,1)",coordinate_plot
AGREE,v19|y5m-position-direction|curriculum|secure|lesson|read and plot coordinates (first quadrant),y5m-position-direction,Read and plot coordinates (first quadrant),independentPractice[2],33,A point is $4$ squares right and $6$ squares up. Write its coordinate.,"$(4, 6)$","(4,6)",coordinate_plot
UNVERIFIABLE,v19|y6m-ratio|curriculum|secure|lesson|ratio and the ratio symbol,y6m-ratio,Ratio and the ratio symbol,workedExample,11,A box has $4$ yellow cubes and $3$ green cubes. Write the ratio of yellow cubes to green cubes.,4:3,,
UNVERIFIABLE,v19|y6m-ratio|curriculum|secure|lesson|ratio and the ratio symbol,y6m-ratio,Ratio and the ratio symbol,tryThis,11,There are $5$ circles and $2$ squares. Write the ratio of circles to squares.,$5:2$,,
UNVERIFIABLE,v19|y6m-ratio|curriculum|secure|lesson|ratio and the ratio symbol,y6m-ratio,Ratio and the ratio symbol,quickCheck,11,There are $1$ orange ball and $4$ purple balls. What is the ratio of purple balls to orange balls?,$4:1$,,
UNVERIFIABLE,v19|y6m-ratio|curriculum|secure|lesson|ratio and the ratio symbol,y6m-ratio,Ratio and the ratio symbol,guidedPractice[0],11,A tray has $6$ apples and $4$ pears. Write the ratio of apples to pears.,$6:4$,,
UNVERIFIABLE,v19|y6m-ratio|curriculum|secure|lesson|ratio and the ratio symbol,y6m-ratio,Ratio and the ratio symbol,guidedPractice[1],11,There are $2$ red flags and $7$ blue flags. Write the ratio of blue flags to red flags.,$7:2$,,
UNVERIFIABLE,v19|y6m-ratio|curriculum|secure|lesson|ratio and the ratio symbol,y6m-ratio,Ratio and the ratio symbol,independentPractice[0],11,A jar has $8$ black beads and $5$ white beads. Write the ratio of black beads to white beads.,$8:5$,,
UNVERIFIABLE,v19|y6m-ratio|curriculum|secure|lesson|ratio and the ratio symbol,y6m-ratio,Ratio and the ratio symbol,independentPractice[1],11,There are $3$ cats and $9$ dogs. Write the ratio of dogs to cats.,$9:3$,,
UNVERIFIABLE,v19|y6m-ratio|curriculum|secure|lesson|ratio and the ratio symbol,y6m-ratio,Ratio and the ratio symbol,independentPractice[2],11,A picture shows $6$ stars and $6$ hearts. Write the ratio of stars to hearts.,$6:6$,,
AGREE,v19|y5m-fractions|curriculum|secure|lesson|equivalent fractions,y5m-fractions,Equivalent fractions,workedExample,14,Find an equivalent fraction to $\frac{3}{4}$ with a denominator of $8$.,3/4 = 0.75 = 75%,6/8,fraction_equivalent
AGREE,v19|y5m-fractions|curriculum|secure|lesson|equivalent fractions,y5m-fractions,Equivalent fractions,tryThis,14,Find an equivalent fraction to $\frac{2}{5}$ with a denominator of $10$.,$\frac{2}{5} = \frac{4}{10}$,4/10,fraction_equivalent
UNVERIFIABLE,v19|y5m-fractions|curriculum|secure|lesson|equivalent fractions,y5m-fractions,Equivalent fractions,quickCheck,14,Complete: $\frac{4}{7} = \frac{\Box}{14}$.,$\frac{4}{7} = \frac{8}{14}$,,
AGREE,v19|y5m-fractions|curriculum|secure|lesson|equivalent fractions,y5m-fractions,Equivalent fractions,guidedPractice[0],14,Find an equivalent fraction to $\frac{1}{3}$ with a denominator of $6$.,$\frac{1}{3} = \frac{2}{6}$,2/6,fraction_equivalent
AGREE,v19|y5m-fractions|curriculum|secure|lesson|equivalent fractions,y5m-fractions,Equivalent fractions,guidedPractice[1],14,Find an equivalent fraction to $\frac{4}{5}$ with a denominator of $10$.,$\frac{4}{5} = \frac{8}{10}$,8/10,fraction_equivalent
AGREE,v19|y5m-fractions|curriculum|secure|lesson|equivalent fractions,y5m-fractions,Equivalent fractions,independentPractice[0],14,Find an equivalent fraction to $\frac{2}{3}$ with a denominator of $9$.,$\frac{2}{3} = \frac{6}{9}$,6/9,fraction_equivalent
AGREE,v19|y5m-fractions|curriculum|secure|lesson|equivalent fractions,y5m-fractions,Equivalent fractions,independentPractice[1],14,Find an equivalent fraction to $\frac{3}{5}$ with a denominator of $15$.,$\frac{3}{5} = \frac{9}{15}$,9/15,fraction_equivalent
AGREE,v19|y5m-fractions|curriculum|secure|lesson|equivalent fractions,y5m-fractions,Equivalent fractions,independentPractice[2],14,Find an equivalent fraction to $\frac{5}{6}$ with a denominator of $12$.,$\frac{5}{6} = \frac{10}{12}$,10/12,fraction_equivalent
UNVERIFIABLE,v19|y6m-position-direction|curriculum|secure|lesson|coordinates in four quadrants,y6m-position-direction,Coordinates in four quadrants,workedExample,0,What are the coordinates of point $A$?,"(-4,-3)",,
AGREE,v19|y6m-position-direction|curriculum|secure|lesson|coordinates in four quadrants,y6m-position-direction,Coordinates in four quadrants,tryThis,0,A point is $2$ squares right and $5$ squares down from the origin. What are its coordinates?,"(2,-5)","(2,-5)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|lesson|coordinates in four quadrants,y6m-position-direction,Coordinates in four quadrants,quickCheck,0,"Which coordinate is in Quadrant $II$: $(3, 2)$, $(-3, 2)$, $(-3, -2)$, or $(3, -2)$?","(-3,2)","(-3,2)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|lesson|coordinates in four quadrants,y6m-position-direction,Coordinates in four quadrants,guidedPractice[0],0,Point $B$ is $3$ squares left and $2$ squares up from the origin. What are its coordinates?,"(-3,2)","(-3,2)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|lesson|coordinates in four quadrants,y6m-position-direction,Coordinates in four quadrants,guidedPractice[1],0,Point $C$ is $5$ squares right and $1$ square down from the origin. What are its coordinates?,"(5,-1)","(5,-1)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|lesson|coordinates in four quadrants,y6m-position-direction,Coordinates in four quadrants,independentPractice[0],0,Point $D$ is $4$ squares right and $3$ squares up from the origin. What are its coordinates?,"(4,3)","(4,3)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|lesson|coordinates in four quadrants,y6m-position-direction,Coordinates in four quadrants,independentPractice[1],0,Point $E$ is $2$ squares left and $4$ squares down from the origin. What are its coordinates?,"(-2,-4)","(-2,-4)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|lesson|coordinates in four quadrants,y6m-position-direction,Coordinates in four quadrants,independentPractice[2],0,"Point $F$ has coordinates $(1, -5)$. Which quadrant is point $F$ in?",Quadrant IV,Quadrant IV,coordinate_plot
AGREE,v19|y6m-decimals|curriculum|secure|lesson|decimals as fractions,y6m-decimals,Decimals as fractions,workedExample,11,Write $0.37$ as a fraction.,37,37,place_value_chart
UNVERIFIABLE,v19|y6m-decimals|curriculum|secure|lesson|decimals as fractions,y6m-decimals,Decimals as fractions,tryThis,11,Write $0.6$ as a fraction.,$\frac{6}{10}$,,
UNVERIFIABLE,v19|y6m-decimals|curriculum|secure|lesson|decimals as fractions,y6m-decimals,Decimals as fractions,quickCheck,11,Which fraction is equal to $0.52$?,$\frac{52}{100}$,,
UNVERIFIABLE,v19|y6m-decimals|curriculum|secure|lesson|decimals as fractions,y6m-decimals,Decimals as fractions,guidedPractice[0],11,Write $0.8$ as a fraction.,$\frac{8}{10}$,,
DISAGREE,v19|y6m-decimals|curriculum|secure|lesson|decimals as fractions,y6m-decimals,Decimals as fractions,guidedPractice[1],11,Write $0.25$ as a fraction.,$\frac{25}{100}$,25,place_value_chart
UNVERIFIABLE,v19|y6m-decimals|curriculum|secure|lesson|decimals as fractions,y6m-decimals,Decimals as fractions,independentPractice[0],11,Write $0.3$ as a fraction.,$\frac{3}{10}$,,
DISAGREE,v19|y6m-decimals|curriculum|secure|lesson|decimals as fractions,y6m-decimals,Decimals as fractions,independentPractice[1],11,Write $0.46$ as a fraction.,$\frac{46}{100}$,46,place_value_chart
